Year,Cause of death,unter 1 Jahr,1 bis unter 15 Jahre,15 bis unter 20 Jahre,20 bis unter 25 Jahre,25 bis unter 30 Jahre,30 bis unter 35 Jahre,35 bis unter 40 Jahre,40 bis unter 45 Jahre,45 bis unter 50 Jahre,50 bis unter 55 Jahre,55 bis unter 60 Jahre,60 bis unter 65 Jahre,65 bis unter 70 Jahre,70 bis unter 75 Jahre,75 bis unter 80 Jahre,80 bis unter 85 Jahre,85 Jahre und mehr,Total
2017,Cerebrovascular diseases,2,10,8,20,25,47,79,134,335,617,1021,1491,2427,3748,8557,11584,25299,55404
2017,"Stroke, not specified as hemorrhage or infarction",0,0,0,1,0,2,5,9,16,65,108,187,372,628,1581,2532,7081,12587
2017,"Diseases of arteries, arterioles, and capillaries",2,1,1,6,9,17,28,50,114,248,380,536,800,1044,1892,2272,5340,12740
2017,Diseases of the respiratory system,11,34,17,25,31,55,59,100,307,796,1790,3249,4949,6664,11637,13106,25578,68408
2017,Influenza,1,3,2,1,2,1,5,2,7,17,18,33,46,82,162,244,550,1176
2017,Pneumonia,3,11,5,11,9,24,21,30,79,151,264,464,701,1135,2599,3827,10244,19578
2017,Chronic diseases of the lower respiratory tract,0,5,1,3,7,9,11,37,135,497,1227,2291,3522,4460,6709,6542,10057,35513
2017,Asthma,0,3,1,2,4,5,5,10,19,32,51,55,74,76,142,167,325,971
2017,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Diseases of the digestive system,14,21,5,14,34,136,267,441,1036,2030,2850,3281,3751,3564,5818,6237,11539,41038
2017,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,2,1,1,4,3,26,39,89,110,153,179,324,434,963,2328
2017,Diseases of the liver,5,6,1,2,15,94,192,345,784,1525,2044,2222,2268,1692,2030,1429,1218,15872
2017,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",0,1,1,2,9,82,179,327,748,1466,1944,2117,2087,1509,1810,1203,837,14322
2017,Diseases of the skin and subcutaneous tissue,0,0,1,2,1,2,5,10,20,23,41,61,74,113,237,306,669,1565
2017,Diseases of the musculoskeletal system and connective tissue,2,3,4,5,6,8,15,20,45,98,151,207,280,409,755,918,1886,4812
2017,Chronic polyarthritis and arthrosis,0,0,0,0,0,0,1,4,2,19,25,30,57,96,187,260,542,1223
2017,Diseases of the genitourinary system,5,4,0,1,8,17,17,20,55,160,245,430,766,1301,3191,4917,12334,23471
2017,Diseases of the kidney,5,2,0,1,6,12,12,16,36,113,187,329,552,944,2310,3615,9476,17616
2017,"Pregnancy, childbirth, and the puerperium",0,0,1,0,6,5,9,1,0,0,0,0,0,0,0,0,0,22
2017,Certain conditions originating in the perinatal period,1355,19,6,7,6,4,3,2,13,11,9,10,10,3,9,13,3,1483
2017,"Congenital malformations, deformations, and chromosomal abnormalities",749,139,30,31,42,36,38,40,63,126,155,159,133,64,81,72,112,2070
2017,Congenital malformations of the nervous system,81,29,7,4,2,7,9,7,3,7,4,5,4,0,5,4,2,180
2017,Congenital malformations of the circulatory system,259,42,9,3,13,11,12,15,11,22,14,18,25,19,34,42,61,610
2017,Symptoms and abnormal clinical and laboratory findings,243,133,86,137,205,308,423,523,1051,1757,2318,2651,2769,2754,3759,3524,6788,29429
2017,Sudden infant death syndrome,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2017,Other ill-defined and unknown causes of mortality,102,131,83,134,201,300,416,509,1021,1708,2257,2577,2639,2613,3443,3054,3980,25168
2017,External causes of morbidity and mortality,26,197,508,775,827,994,1021,961,1537,2098,2184,2110,2134,2342,4514,5513,12112,39853
2017,Accidents including late effects,14,134,290,407,390,439,454,404,634,913,1121,1227,1372,1638,3430,4594,10963,28424
2017,Transport accidents,3,53,206,269,218,179,154,136,217,295,276,232,197,189,321,255,207,3407
2017,Falls,3,13,12,20,28,31,47,54,90,190,281,408,571,754,1757,2820,7599,14678
2017,Drowning and submersion,0,25,17,18,18,19,10,15,16,16,32,27,30,27,49,33,30,382
2017,"Exposure to smoke, fire, and flames",0,2,1,3,7,7,10,5,14,26,32,34,27,33,46,34,54,335
2017,Accidental poisoning: harmful substances (incl. exposure),0,0,25,47,63,120,147,103,112,104,93,80,28,27,43,53,51,1096
2017,Intentional self-harm,0,28,184,303,352,447,461,444,762,1026,932,746,650,576,875,720,729,9235
2017,Assault,9,21,10,17,24,25,23,28,34,34,16,25,18,16,20,19,13,352
2017,"Event of undetermined intent",3,11,24,46,61,80,82,82,105,123,110,109,91,109,185,178,401,1800
2017,Insgesamt,2566,1007,904,1417,1834,2713,3752,5314,11752,22882,35071,47694,62727,75588,139234,165343,352465,932263
2018,Certain infectious and parasitic diseases,21,44,9,8,30,45,69,113,180,368,585,764,1012,1319,2605,3602,7023,17797
2018,Tuberculosis and its sequelae,0,0,1,2,2,2,2,12,4,18,14,18,21,29,36,50,80,291
2018,Meningococcal infection,3,12,1,1,1,1,2,0,0,1,1,1,0,1,1,1,2,29
2018,Viral hepatitis,0,0,0,0,1,8,11,23,36,61,72,73,64,51,84,92,98,674
2018,HIV disease,1,0,0,2,2,10,22,19,38,51,50,34,15,16,22,7,5,294
2018,Neoplasms,15,242,111,162,261,503,956,1563,3717,8404,14741,20700,26742,28463,43599,42283,45883,238345
2018,Malignant neoplasms,12,224,110,158,251,488,941,1528,3649,8280,14536,20395,26271,27784,42257,40432,42715,230031
2018,"Neoplasms of the lip, oral cavity, and pharynx",0,1,0,4,4,8,19,37,111,354,722,906,878,652,739,499,478,5412
2018,Neoplasms of the esophagus,0,0,0,0,1,4,17,31,121,326,584,746,787,793,901,703,622,5636
2018,Neoplasms of the stomach,0,0,1,5,6,28,53,70,195,378,572,761,935,956,1524,1602,1775,8861
2018,Neoplasms of the colon,0,1,1,3,7,26,39,93,187,402,739,991,1427,1681,2927,3100,4324,15948
2018,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,1,5,11,32,57,147,303,509,768,947,1000,1429,1404,1644,8257
2018,"Neoplasms of the liver, biliary tract, and pancreas",1,4,6,4,12,22,46,112,352,957,1698,2645,3607,3983,6114,5640,4842,30045
2018,Neoplasms of the liver and intrahepatic bile ducts,1,4,4,4,9,14,19,26,88,258,447,745,1067,1161,1646,1415,1082,7990
2018,Neoplasms of the pancreas,0,0,2,0,3,4,27,76,228,605,1099,1630,2140,2398,3718,3424,2978,18332
2018,"Neoplasms of the larynx, trachea, bronchi, and lung",1,0,0,2,7,19,66,177,631,1870,3973,6028,7450,6920,8453,6202,4484,46283
2018,Neoplasms of the bronchi and lung,1,0,0,2,6,18,63,173,620,1805,3852,5842,7226,6721,8196,6007,4321,44853
2018,Melanoma and other malignant neoplasms of the skin,0,1,2,6,6,30,35,37,91,184,197,249,332,364,616,712,1046,3908
2018,Malignant melanoma of the skin,0,1,1,5,6,30,33,36,86,163,188,223,287,306,487,519,571,2942
2018,Neoplasms of the breast,0,0,0,3,26,76,196,301,597,1028,1320,1431,1768,1875,2878,3134,4153,18786
2018,Neoplasms of the genital and urinary organs,0,9,3,9,30,75,132,189,443,959,1766,2593,3733,4518,8103,8786,10309,41657
2018,Neoplasms of the cervix uteri,0,1,0,0,9,36,45,61,103,152,207,173,187,160,162,141,175,1612
2018,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,1,1,5,18,29,78,152,201,300,293,521,477,555,2631
2018,Neoplasms of the ovary,0,1,0,4,8,12,26,44,120,253,411,500,577,612,1024,960,774,5326
2018,Neoplasms of the prostate,0,0,0,0,0,0,2,3,15,76,263,578,1136,1647,3257,3549,4437,14963
2018,"Neoplasms of the kidney, except renal pelvis",0,7,1,0,0,5,12,17,64,145,270,389,513,550,946,1028,1092,5039
2018,Neoplasms of the urinary bladder,0,0,0,0,0,3,6,13,43,102,175,309,410,515,1005,1283,1838,5702
2018,"Neoplasms of lymphoid, hematopoietic, and related tissue",3,71,27,51,52,56,96,114,206,443,721,1090,1684,2276,4242,4472,4309,19913
2018,Leukemia,3,62,19,41,30,41,55,59,93,164,293,448,650,937,1715,1740,1920,8270
2018,Benign neoplasms,0,3,0,1,4,3,1,9,9,24,25,36,41,69,132,161,247,765
2018,Diseases of the blood and blood-forming organs,7,15,9,7,10,19,18,21,51,78,97,165,241,280,571,678,1514,3781
2018,"Endocrine, nutritional, and metabolic diseases",27,51,28,42,49,76,106,177,363,656,1020,1416,2114,2328,4785,6889,14513,34640
2018,Diabetes mellitus,1,1,11,14,15,22,41,78,193,391,628,932,1528,1726,3570,5364,10341,24856
2018,Mental and behavioral disorders,1,7,11,34,58,148,195,331,453,817,1125,1188,1437,1995,5667,10690,33896,58053
2018,Mental and behavioral disorders durch Alkohol,0,0,0,5,10,49,77,180,297,573,856,873,787,458,480,292,166,5103
2018,Mental and behavioral disorders due to psychoactive substance use,0,0,8,19,33,72,103,114,99,103,73,35,23,10,12,10,10,724
2018,Diseases of the nervous system and sense organs,45,128,67,73,96,115,135,174,334,734,1101,1439,2092,2827,6242,8056,11234,34892
2018,Meningitis,4,3,0,3,1,1,4,3,3,9,10,4,20,10,27,19,19,140
2018,Diseases of the circulatory system,30,58,44,78,137,270,511,833,1929,4274,7252,10849,15851,20389,43291,67090,172388,345274
2018,Hypertension (high blood pressure),1,2,0,2,5,10,19,39,101,221,453,645,1108,1568,3993,7575,28533,44275
2018,Ischemic heart diseases,1,0,1,10,15,47,162,272,801,1909,3363,5141,7167,8548,16976,24556,55006,123975
2018,Acute or recurrent myocardial infarction,0,0,1,9,12,34,120,202,586,1339,2194,3001,3833,4011,6909,8763,15193,46207
2018,Other forms of heart disease,22,33,24,29,50,79,121,196,378,796,1276,1777,2663,3737,8427,14540,44818,78966
2018,Other diseases of the endocardium,0,2,3,5,9,13,15,25,53,125,187,281,501,713,1817,3183,7980,14912
2018,Cerebrovascular diseases,5,10,7,12,26,51,84,134,268,638,1034,1676,2557,3675,8081,11954,25075,55287
2018,"Stroke, not specified as hemorrhage or infarction",0,0,0,0,1,1,1,9,15,54,98,228,370,603,1464,2548,6632,12024
2018,"Diseases of arteries, arterioles, and capillaries",0,1,1,2,9,11,31,52,132,215,413,621,895,1086,1933,2333,5174,12909
2018,Diseases of the respiratory system,27,41,15,28,41,41,80,124,356,910,2010,3501,5431,7045,11874,14237,25958,71719
2018,Influenza,1,16,5,6,4,8,16,17,54,77,124,171,209,249,458,539,1075,3029
2018,Pneumonia,11,7,5,10,16,11,16,31,89,162,357,467,800,1117,2609,4111,10408,20227
2018,Chronic diseases of the lower respiratory tract,2,3,0,3,5,9,21,40,133,515,1266,2385,3762,4710,6715,6917,9851,36337
2018,Asthma,0,2,0,3,1,5,5,12,28,43,57,62,77,58,114,188,379,1034
2018,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Diseases of the digestive system,13,14,9,18,55,109,274,461,994,1938,2948,3537,3853,3545,5515,6470,11321,41074
2018,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,0,2,2,5,12,28,64,92,99,158,179,313,481,991,2426
2018,Diseases of the liver,3,7,1,6,30,74,202,351,721,1397,2107,2284,2300,1666,1927,1544,1158,15778
2018,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",1,3,0,2,22,61,192,330,682,1330,1983,2181,2130,1493,1686,1272,802,14170
2018,Diseases of the skin and subcutaneous tissue,0,0,0,1,1,10,5,5,13,21,44,59,92,119,232,309,686,1597
2018,Diseases of the musculoskeletal system and connective tissue,1,9,7,2,5,11,16,23,44,95,142,199,299,388,838,992,2142,5213
2018,Chronic polyarthritis and arthrosis,0,0,0,0,2,1,2,0,2,13,34,48,72,98,196,287,585,1340
2018,Diseases of the genitourinary system,2,2,2,1,6,16,18,33,62,188,279,455,846,1309,3142,5250,13108,24719
2018,Diseases of the kidney,2,1,2,1,4,14,12,26,40,133,202,309,606,957,2243,3811,10039,18402
2018,"Pregnancy, childbirth, and the puerperium",0,0,0,0,5,7,9,3,1,0,0,0,0,0,0,0,0,25
2018,Certain conditions originating in the perinatal period,1345,10,4,6,6,4,2,6,2,11,11,10,10,11,10,5,11,1464
2018,"Congenital malformations, deformations, and chromosomal abnormalities",696,148,38,36,41,35,38,45,76,116,204,177,123,80,89,87,105,2134
2018,Congenital malformations of the nervous system,65,41,5,7,5,2,7,5,5,2,3,3,3,2,2,3,6,166
2018,Congenital malformations of the circulatory system,210,37,16,6,17,15,9,13,27,19,32,33,15,23,46,45,43,606
2018,Symptoms and abnormal clinical and laboratory findings,232,117,91,134,212,287,449,612,1088,1945,2597,2986,3247,2920,4072,3960,7644,32593
2018,Sudden infant death syndrome,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2018,Other ill-defined and unknown causes of mortality,107,112,88,131,207,282,440,596,1069,1896,2518,2908,3104,2783,3775,3400,4572,27988
2018,External causes of morbidity and mortality,43,222,498,793,823,941,952,1023,1397,2099,2295,2139,2270,2419,4769,6090,12781,41554
2018,Accidents including late effects,25,185,281,391,381,415,414,455,605,913,1129,1267,1449,1714,3641,5116,11493,29874
2018,Transport accidents,7,74,200,273,210,186,145,169,208,284,314,278,227,208,310,303,226,3622
2018,Falls,4,18,11,22,19,46,44,56,95,197,270,432,595,825,2075,3262,8230,16201
2018,Drowning and submersion,1,37,20,13,26,10,16,11,23,26,31,20,38,45,46,47,34,444
2018,"Exposure to smoke, fire, and flames",0,4,1,4,2,9,5,10,18,21,28,33,30,24,38,44,35,306
2018,Accidental poisoning: harmful substances (incl. exposure),0,8,16,36,68,109,134,114,119,126,80,73,52,40,45,42,58,1120
2018,Intentional self-harm,0,13,179,338,376,432,443,463,687,1055,994,733,667,586,895,751,784,9396
2018,Assault,14,19,14,16,14,25,29,26,12,21,31,22,23,7,23,16,23,335
2018,"Event of undetermined intent",4,5,24,46,50,68,64,76,90,109,134,110,124,109,203,203,471,1890
2018,Insgesamt,2505,1108,943,1423,1836,2637,3833,5547,11060,22654,36451,49584,65660,75437,137301,176688,360207,954874
2019,Certain infectious and parasitic diseases,19,32,8,15,27,42,62,100,172,302,500,655,988,1263,2328,3460,6221,16194
2019,Tuberculosis and its sequelae,0,1,2,3,3,2,6,6,4,10,15,17,18,23,48,61,67,286
2019,Meningococcal infection,2,3,1,1,1,0,0,0,4,0,2,1,2,0,1,1,1,20
2019,Viral hepatitis,0,0,0,1,1,1,7,28,22,41,64,68,48,76,71,82,74,584
2019,HIV disease,0,1,0,0,6,13,14,23,35,37,48,37,19,20,16,12,4,285
2019,Neoplasms,18,252,118,151,249,530,962,1491,3276,8003,14456,20344,26928,28619,42245,45021,46928,239591
2019,Malignant neoplasms,12,243,114,146,240,516,936,1458,3224,7912,14249,20009,26420,27973,40989,43142,43735,231318
2019,"Neoplasms of the lip, oral cavity, and pharynx",0,0,0,1,3,7,19,39,112,332,722,820,853,704,678,588,489,5367
2019,Neoplasms of the esophagus,0,0,0,0,0,3,19,33,98,287,515,777,895,850,969,812,584,5842
2019,Neoplasms of the stomach,0,0,0,3,11,28,56,88,174,352,553,706,942,910,1369,1610,1725,8527
2019,Neoplasms of the colon,0,0,3,3,8,30,49,87,188,386,699,1085,1345,1685,2734,3284,4244,15830
2019,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,1,7,10,32,43,128,316,533,689,967,963,1327,1498,1623,8137
2019,"Neoplasms of the liver, biliary tract, and pancreas",1,4,4,5,11,38,50,112,348,846,1698,2766,3767,4147,6103,6100,5112,31112
2019,Neoplasms of the liver and intrahepatic bile ducts,1,4,4,3,7,11,19,41,83,193,455,789,1140,1182,1593,1541,1102,8168
2019,Neoplasms of the pancreas,0,0,0,1,3,19,28,60,228,567,1104,1723,2222,2509,3762,3798,3198,19222
2019,"Neoplasms of the larynx, trachea, bronchi, and lung",0,1,0,2,5,23,54,160,525,1726,3773,5884,7403,7115,8327,6758,4555,46311
2019,Neoplasms of the bronchi and lung,0,1,0,2,5,21,54,155,507,1667,3623,5691,7152,6903,8071,6564,4431,44847
2019,Melanoma and other malignant neoplasms of the skin,0,1,2,5,7,19,34,45,95,168,189,248,354,358,679,766,1127,4097
2019,Malignant melanoma of the skin,0,1,2,5,6,19,33,42,87,157,169,213,305,286,533,573,590,3021
2019,Neoplasms of the breast,0,0,1,1,22,85,200,293,491,1034,1425,1335,1712,1808,2824,3314,4167,18712
2019,Neoplasms of the genital and urinary organs,2,8,4,8,37,67,134,196,370,971,1706,2472,3731,4332,7833,9276,10834,41981
2019,Neoplasms of the cervix uteri,0,0,1,2,8,33,56,65,90,177,174,181,183,143,160,166,158,1597
2019,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,1,0,2,1,5,25,20,77,159,219,299,305,483,535,528,2659
2019,Neoplasms of the ovary,0,1,0,1,11,14,26,48,103,257,409,483,618,583,962,959,816,5291
2019,Neoplasms of the prostate,0,0,0,0,1,1,1,1,13,93,244,542,1118,1563,3076,3826,4561,15040
2019,"Neoplasms of the kidney, except renal pelvis",2,6,0,0,2,0,12,24,55,116,254,346,498,528,964,1129,1214,5150
2019,Neoplasms of the urinary bladder,0,0,0,0,0,4,9,13,31,81,157,292,433,494,941,1245,1938,5638
2019,"Neoplasms of lymphoid, hematopoietic, and related tissue",2,72,30,38,39,59,71,94,164,422,714,1074,1737,2150,4056,4671,4324,19717
2019,Leukemia,2,59,20,33,26,37,46,51,72,177,281,419,672,879,1674,1885,1927,8260
2019,Benign neoplasms,0,1,0,1,3,4,7,14,10,19,30,38,65,64,138,169,266,829
2019,Diseases of the blood and blood-forming organs,14,15,6,4,5,19,15,27,44,83,96,141,217,251,507,718,1632,3794
2019,"Endocrine, nutritional, and metabolic diseases",25,50,18,41,43,67,117,148,308,631,1038,1458,1970,2370,4192,6850,14300,33626
2019,Diabetes mellitus,0,2,2,4,16,22,52,65,149,358,666,967,1390,1747,3145,5322,9988,23895
2019,Mental and behavioral disorders,2,10,16,20,54,118,226,262,434,742,1043,1191,1336,1970,5277,11087,34051,57839
2019,Mental and behavioral disorders durch Alkohol,0,0,2,0,11,44,101,137,282,529,791,824,679,496,454,275,181,4806
2019,Mental and behavioral disorders due to psychoactive substance use,0,0,9,9,31,53,96,97,90,94,68,41,29,15,10,5,15,662
2019,Diseases of the nervous system and sense organs,44,123,69,75,94,106,156,185,354,681,1106,1438,2054,2618,5919,8157,11046,34225
2019,Meningitis,2,3,1,0,1,3,4,2,7,8,9,13,6,13,15,26,13,126
2019,Diseases of the circulatory system,32,48,40,62,104,282,457,781,1748,3875,6880,10458,15332,19029,39148,66925,166010,331211
2019,Hypertension (high blood pressure),4,2,0,0,2,9,19,34,90,223,436,742,1098,1429,3590,7546,28053,43277
2019,Ischemic heart diseases,2,2,2,7,10,54,126,285,727,1773,3274,4929,6984,8125,15364,24462,52956,119082
2019,Acute or recurrent myocardial infarction,0,1,2,5,6,40,90,204,503,1204,2073,2869,3744,3821,6303,8619,14798,44282
2019,Other forms of heart disease,20,31,18,19,34,81,102,152,297,588,1039,1635,2376,3318,7418,14250,42227,73605
2019,Other diseases of the endocardium,1,4,6,6,10,14,14,20,56,107,181,296,510,699,1657,3205,8370,15156
2019,Cerebrovascular diseases,0,5,6,14,18,47,92,150,259,634,984,1568,2542,3391,7412,12034,23963,53119
2019,"Stroke, not specified as hemorrhage or infarction",0,1,0,0,0,2,3,4,13,39,82,177,330,542,1209,2275,6025,10702
2019,"Diseases of arteries, arterioles, and capillaries",1,0,0,2,6,22,35,44,117,220,391,591,901,980,1766,2411,4618,12105
2019,Diseases of the respiratory system,20,43,13,24,29,52,72,143,315,801,1854,3344,5312,6565,10821,13842,23771,67021
2019,Influenza,1,12,2,5,4,9,9,16,21,53,62,111,126,148,235,267,578,1659
2019,Pneumonia,7,11,2,6,10,14,21,35,88,153,278,436,726,982,2305,3939,9501,18514
2019,Chronic diseases of the lower respiratory tract,0,5,2,3,4,11,16,57,133,468,1247,2373,3712,4489,6362,6899,9313,35094
2019,Asthma,0,3,1,1,3,6,9,18,20,42,70,74,65,78,140,173,374,1077
2019,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Diseases of the digestive system,13,10,7,26,44,133,270,449,879,1893,2751,3429,3905,3538,5451,6954,11669,41421
2019,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,0,1,2,4,7,17,16,48,92,117,196,172,350,467,948,2437
2019,Diseases of the liver,0,3,1,7,21,95,186,315,651,1391,1929,2237,2292,1666,1901,1678,1197,15570
2019,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",0,1,1,3,17,88,171,299,617,1348,1844,2108,2150,1515,1615,1388,858,14023
2019,Diseases of the skin and subcutaneous tissue,0,0,1,1,0,1,4,8,14,22,43,70,97,139,234,382,703,1719
2019,Diseases of the musculoskeletal system and connective tissue,1,5,3,6,13,14,16,21,53,100,156,208,327,428,790,1151,2075,5367
2019,Chronic polyarthritis and arthrosis,0,0,0,0,0,1,1,2,7,16,28,51,64,81,211,313,617,1392
2019,Diseases of the genitourinary system,2,3,3,4,6,13,27,35,66,150,293,475,888,1281,2952,5359,13183,24740
2019,Diseases of the kidney,2,3,1,4,3,11,22,29,50,111,210,353,615,905,2084,3870,10006,18279
2019,"Pregnancy, childbirth, and the puerperium",0,0,0,1,5,7,8,3,1,0,0,0,0,0,0,0,0,25
2019,Certain conditions originating in the perinatal period,1339,12,2,4,10,12,7,5,10,10,12,12,13,8,6,4,6,1472
2019,"Congenital malformations, deformations, and chromosomal abnormalities",693,153,27,37,37,25,34,46,57,125,182,184,135,76,90,79,104,2084
2019,Congenital malformations of the nervous system,74,37,7,7,9,9,3,9,3,7,10,2,7,4,5,4,6,203
2019,Congenital malformations of the circulatory system,226,50,13,15,13,6,12,14,10,23,32,27,17,26,39,34,44,601
2019,Symptoms and abnormal clinical and laboratory findings,232,120,91,158,229,323,502,674,1135,2052,2921,3338,3769,3358,4584,5035,8891,37412
2019,Sudden infant death syndrome,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
2019,Other ill-defined and unknown causes of mortality,119,110,88,154,223,313,491,659,1104,2003,2849,3253,3640,3228,4281,4546,6007,33068
2019,External causes of morbidity and mortality,31,195,452,721,796,891,964,1057,1274,1945,2221,2221,2233,2377,4521,6415,13465,41779
2019,Accidents including late effects,18,144,254,360,365,401,420,456,564,887,1113,1249,1449,1652,3415,5319,11999,30065
2019,Transport accidents,5,49,189,252,200,178,140,137,165,270,292,240,229,175,312,326,214,3373
2019,Falls,0,21,4,16,19,32,43,60,73,216,312,439,636,828,1911,3415,8632,16657
2019,Drowning and submersion,0,33,17,17,26,17,14,16,16,25,25,29,22,27,45,36,34,399
2019,"Exposure to smoke, fire, and flames",0,2,1,1,9,9,8,9,17,28,32,36,43,27,38,47,36,343
2019,Accidental poisoning: harmful substances (incl. exposure),2,4,21,36,70,129,136,141,138,118,110,72,44,38,54,35,60,1208
2019,Intentional self-harm,0,22,163,286,361,417,449,481,599,924,931,812,653,573,849,775,746,9041
2019,Assault,11,20,13,20,24,16,18,34,25,16,30,20,19,17,13,12,16,324
2019,"Event of undetermined intent",2,8,22,55,45,55,77,84,81,113,144,136,107,131,224,300,648,2232
2019,Insgesamt,2485,1071,874,1350,1745,2635,3899,5435,10140,21415,35552,48966,65504,73890,129065,181439,354055,939520
2020,Certain infectious and parasitic diseases,10,14,0,13,15,28,67,79,158,261,460,662,965,1104,1964,3311,5971,15085
2020,Tuberculosis and its sequelae,0,0,0,0,0,0,3,0,0,14,14,0,18,17,41,58,72,275
2020,Meningococcal infection,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
2020,Viral hepatitis,0,0,0,0,0,0,12,0,26,30,51,62,66,41,54,77,86,523
2020,HIV disease,0,0,0,0,0,6,19,15,29,44,47,0,0,0,0,0,0,272
2020,Neoplasms,17,195,106,151,234,521,916,1609,3051,7560,14350,20522,26849,29107,38971,46311,49082,239552
2020,Malignant neoplasms,10,184,101,144,224,507,901,1584,2992,7458,14131,20219,26365,28485,37819,44348,45799,231271
2020,"Neoplasms of the lip, oral cavity, and pharynx",0,0,0,0,0,7,24,43,95,329,651,820,866,711,644,627,526,5352
2020,Neoplasms of the esophagus,0,0,0,0,0,9,15,36,87,275,578,832,933,802,868,844,670,5954
2020,Neoplasms of the stomach,0,0,0,0,12,26,58,87,160,318,543,724,878,988,1225,1568,1760,8353
2020,Neoplasms of the colon,0,0,0,0,9,30,53,89,152,404,736,1105,1368,1676,2489,3237,4340,15692
2020,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,0,6,17,22,57,123,262,537,738,915,999,1247,1550,1560,8033
2020,"Neoplasms of the liver, biliary tract, and pancreas",0,0,0,6,12,27,65,129,304,823,1774,2763,3779,4205,5646,6401,5282,31219
2020,Neoplasms of the liver and intrahepatic bile ducts,0,0,0,0,10,12,27,36,89,211,473,812,1181,1275,1499,1606,1220,8457
2020,Neoplasms of the pancreas,0,0,0,0,0,0,30,85,190,524,1147,1674,2222,2478,3466,3912,3181,18922
2020,"Neoplasms of the larynx, trachea, bronchi, and lung",0,0,0,0,0,17,64,171,481,1596,3623,5787,7540,7359,7860,6807,4766,46085
2020,Neoplasms of the bronchi and lung,0,0,0,0,0,17,62,169,471,1552,3502,5602,7336,7149,7645,6645,4622,44786
2020,Melanoma and other malignant neoplasms of the skin,0,0,0,0,8,17,30,55,81,157,220,247,297,350,572,794,1157,3988
2020,Malignant melanoma of the skin,0,0,0,0,8,16,30,53,76,151,199,216,249,296,451,573,619,2940
2020,Neoplasms of the breast,0,0,0,0,22,86,156,299,505,950,1348,1405,1678,1797,2622,3340,4382,18591
2020,Neoplasms of the genital and urinary organs,0,0,0,8,33,76,126,203,363,923,1698,2652,3717,4544,7057,9764,11521,42691
2020,Neoplasms of the cervix uteri,0,0,0,0,5,30,49,69,86,157,192,186,165,128,150,168,161,1546
2020,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,0,6,4,11,29,104,152,246,311,348,431,566,549,2758
2020,Neoplasms of the ovary,0,0,0,3,12,22,21,47,101,239,397,504,590,610,886,1047,786,5265
2020,Neoplasms of the prostate,0,0,0,0,0,0,0,0,17,97,234,585,1113,1670,2809,4016,4859,15403
2020,"Neoplasms of the kidney, except renal pelvis",0,0,0,0,0,0,0,0,38,109,266,374,531,546,842,1104,1311,5155
2020,Neoplasms of the urinary bladder,0,0,0,0,0,0,10,17,30,76,168,318,379,520,848,1338,2172,5877
2020,"Neoplasms of lymphoid, hematopoietic, and related tissue",0,45,28,39,40,51,79,113,175,406,731,1100,1674,2244,3716,4932,4683,20061
2020,Leukemia,0,37,25,27,25,33,43,55,69,168,285,433,654,932,1568,1962,2037,8357
2020,Benign neoplasms,0,0,0,3,3,0,0,6,14,14,39,33,49,68,135,179,282,835
2020,Diseases of the blood and blood-forming organs,0,16,9,10,13,11,25,26,46,61,143,154,227,298,550,943,1854,4391
2020,"Endocrine, nutritional, and metabolic diseases",19,45,17,31,42,74,134,195,321,614,1055,1589,2065,2591,4178,7444,16214,36628
2020,Diabetes mellitus,0,0,0,11,17,30,55,108,162,334,620,1029,1468,1881,3061,5639,11388,25807
2020,Mental and behavioral disorders,0,9,13,38,59,118,223,320,411,813,1158,1285,1504,2040,5169,11686,34767,59613
